"TARIM, ORMANCILIK VE BALIKÇILIK",,
35,SMRTG,SMART GÜNEŞ ENERJİSİ TEKNOLOJİLERİ ARAŞTIRMA GELİŞTİRME ÜRETİM SANAYİ VE TİCARET A.Ş.
36,TATEN,TATLIPINAR ENERJİ ÜRETİM A.Ş.
37,ZEDUR,ZEDUR ENERJİ ELEKTRİK ÜRETİM A.Ş.
38,ZOREN,ZORLU ENERJİ ELEKTRİK ÜRETİM A.Ş.
,,
,,
İNŞAAT VE BAYINDIRLIK,,
Sıra,Kod,Şirket Unvanı
1,AKFIS,AKFEN İNŞAAT TURİZM VE TİCARET A.Ş.
2,ANELE,ANEL ELEKTRİK PROJE TAAHHÜT VE TİCARET A.Ş.
3,BRLSM,BİRLEŞİM MÜHENDİSLİK ISITMA SOĞUTMA HAVALANDIRMA SANAYİ VE TİCARET A.Ş.
4,DAPGM,DAP GAYRİMENKUL GELİŞTİRME A.Ş.
5,EDIP,EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.
6,ENKAI,ENKA İNŞAAT VE SANAYİ A.Ş.
7,GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.
8,GLRMK,GÜLERMAK AĞIR SANAYİ İNŞAAT VE TAAHHÜT A.Ş.
9,KUYAS,KUYAŞ YATIRIM A.Ş.
10,ORGE,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş.
11,SANEL,SAN-EL MÜHENDİSLİK ELEKTRİK TAAHHÜT SANAYİ VE TİCARET A.Ş.
12,TURGG,TÜRKER PROJE GAYRİMENKUL VE YATIRIM GELİŞTİRME A.Ş.
13,YAYLA,YAYLA ENERJİ ÜRETİM TURİZM VE İNŞAAT TİCARET A.Ş.
14,YYAPI,YEŞİL YAPI ENDÜSTRİSİ A.Ş.
,,
,,
TOPTAN VE PERAKENDE TİCARET,,
Sıra,Kod,Şirket Unvanı
1,ARZUM,ARZUM ELEKTRİKLİ EV ALETLERİ SANAYİ VE TİCARET A.Ş.
2,BIMAS,BİM BİRLEŞİK MAĞAZALAR A.Ş.
3,BIZIM,BİZİM TOPTAN SATIŞ MAĞAZALARI A.Ş.
4,CRFSA,CARREFOURSA CARREFOUR SABANCI TİCARET MERKEZİ A.Ş.
5,CASA,CASA EMTİA PETROL KİMYEVİ VE TÜREVLERİ SANAYİ VE TİCARET A.Ş.
6,DCTTR,DCT TRADİNG DIŞ TİCARET A.Ş.
7,DOAS,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.
8,EBEBK,EBEBEK MAĞAZACILIK A.Ş.
9,KIMMR,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.
10,GENIL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.
11,GMTAS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.
12,INTEM,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.
13,KOTON,KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.
14,KUVVA,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.
15,MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.
16,MEPET,MEPET METRO PETROL VE TESİSLERİ SANAYİ TİCARET A.Ş.
17,MGROS,MİGROS TİCARET A.Ş.
18,MOPAS,MOPAŞ MARKETÇİLİK GIDA SANAYİ VE TİCARET A.Ş.
19,PSDTC,PERGAMON STATUS DIŞ TİCARET A.Ş.
20,SANKO,SANKO PAZARLAMA İTHALAT İHRACAT A.Ş.
21,SELEC,SELÇUK ECZA DEPOSU TİCARET VE SANAYİ A.Ş.
22,SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş.
23,SOKM,ŞOK MARKETLER TİCARET A.Ş.
24,TKNSA,TEKNOSA İÇ VE DIŞ TİCARET A.Ş.
25,TGSAS,TGS DIŞ TİCARET A.Ş.
26,VAKKO,VAKKO TEKSTİL VE HAZIR GİYİM SANAYİ İŞLETMELERİ A.Ş.
,,
,,
ULAŞTIRMA VE DEPOLAMA,,
Sıra,Kod,Şirket Unvanı
1,BEYAZ,BEYAZ FİLO OTO KİRALAMA A.Ş.
2,CLEBI,ÇELEBİ HAVA SERVİSİ A.Ş.
3,GSDDE,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.
4,GRSEL,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.
5,HRKET,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.
6,HOROZ,HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.
7,PASEU,PASİFİK EURASİA LOJİSTİK DIŞ TİCARET A.Ş.
8,PGSUS,PEGASUS HAVA TAŞIMACILIĞI A.Ş.
9,RYSAS,REYSAŞ TAŞIMACILIK VE LOJİSTİK TİCARET A.Ş.
10,TLMAN,TRABZON LİMAN İŞLETMECİLİĞİ A.Ş.
11,TUREX,TUREKS TURİZM TAŞIMACILIK A.Ş.
12,THYAO,TÜRK HAVA YOLLARI A.O.
,,
,,
MALİ KURULUŞLAR,,
Sıra,Kod,Şirket Unvanı
1,BINHO,1000 YATIRIMLAR HOLDİNG A.Ş.
2,"A1CAP, ACP",A1 CAPİTAL YATIRIM MENKUL DEĞERLER A.Ş.
3,ADGYO,ADRA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
4,AGHOL,AG ANADOLU GRUBU HOLDİNG A.Ş.
5,AGESA,AGESA HAYAT VE EMEKLİLİK A.Ş.
6,AHSGY,AHES GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
7,AKBNK,AKBANK T.A.Ş.
8,AKYHO,AKDENİZ YATIRIM HOLDİNG A.Ş.
9,AKFGY,AKFEN GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
10,AKSGY,AKİŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
11,AKMGY,AKMERKEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
12,AKGRT,AKSİGORTA A.Ş.
13,ALGYO,ALARKO GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
14,ALARK,ALARKO HOLDİNG A.Ş.
15,"ALBRK, ALK",ALBARAKA TÜRK KATILIM BANKASI A.Ş.
16,ANSGR,ANADOLU ANONİM TÜRK SİGORTA ŞİRKETİ
17,ANHYT,ANADOLU HAYAT EMEKLİLİK A.Ş.
18,ASGYO,ASCE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
19,ATAGY,ATA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
20,AGYO,ATAKULE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
21,ATSYH,ATLANTİS YATIRIM HOLDİNG A.Ş.
22,ATLAS,ATLAS MENKUL KIYMETLER YATIRIM ORTAKLIĞI A.Ş.
23,AVGYO,AVRASYA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
24,AVPGY,AVRUPAKENT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
25,AVHOL,AVRUPA YATIRIM HOLDİNG A.Ş.
26,BASGZ,BAŞKENT DOĞALGAZ DAĞITIM GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
27,BEGYO,BATI EGE GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
28,BERA,BERA HOLDİNG A.Ş.
29,BRKVY,BİRİKİM VARLIK YÖNETİM A.Ş.
30,BRYAT,BORUSAN YATIRIM VE PAZARLAMA A.Ş.
31,BULGS,BULLS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
32,COSMO,COSMOS YATIRIM HOLDİNG A.Ş.
33,CRDFA,CREDITWEST FAKTORİNG A.Ş.
34,DENGE,DENGE YATIRIM HOLDİNG A.Ş.
35,DZGYO,DENİZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
36,DERHL,DERLÜKS YATIRIM HOLDİNG A.Ş.
37,DSTKF,DESTEK FİNANS FAKTORİNG A.Ş.
38,DOHOL,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.
39,DGGYO,DOĞUŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
40,DUNYH,DÜNYA HOLDİNG A.Ş.
41,ECZYT,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.
42,EGEGY,EGEYAPI AVRUPA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
43,ECILC,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.
44,EKGYO,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
45,EUKYO,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.
46,EUYO,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.
47,ETYAT,EURO TREND YATIRIM ORTAKLIĞI A.Ş.
48,EUHOL,EURO YATIRIM HOLDİNG A.Ş.
49,EYGYO,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
50,FZLGY,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
51,GARFA,GARANTİ FAKTORİNG A.Ş.
52,GRNYO,GARANTİ YATIRIM ORTAKLIĞI A.Ş.
53,GEDIK,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.
54,GLCVY,GELECEK VARLIK YÖNETİMİ A.Ş.
55,"GLB, GLBMD",GLOBAL MENKUL DEĞERLER A.Ş.
56,GLYHO,GLOBAL YATIRIM HOLDİNG A.Ş.
57,GOZDE,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
58,GRTHO,GRAINTURK HOLDİNG A.Ş.
59,GSDHO,GSD HOLDİNG A.Ş.
60,GLRYH,GÜLER YATIRIM HOLDİNG A.Ş.
61,SAHOL,HACI ÖMER SABANCI HOLDİNG A.Ş.
62,HLGYO,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
63,HDFGS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
64,HEDEF,HEDEF HOLDİNG A.Ş.
65,HUBVC,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
66,"ICB, ICBCT",ICBC TURKEY BANK A.Ş.
67,ICUGS,ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
68,INVEO,INVEO YATIRIM HOLDİNG A.Ş.
69,INVES,INVESTCO HOLDİNG A.Ş.
70,IEYHO,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.
71,IDGYO,İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
72,IHLAS,İHLAS HOLDİNG A.Ş.
73,IHYAY,İHLAS YAYIN HOLDİNG A.Ş.
74,"INFO, IYF",İNFO YATIRIM MENKUL DEĞERLER A.Ş.
75,ISBIR,İŞBİR HOLDİNG A.Ş.
76,ISFIN,İŞ FİNANSAL KİRALAMA A.Ş.
77,ISGYO,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
78,ISGSY,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
79,"ISMEN, IYM",İŞ YATIRIM MENKUL DEĞERLER A.Ş.
80,ISYAT,İŞ YATIRIM ORTAKLIĞI A.Ş.
81,KTLEV,KATILIMEVİM TASARRUF FİNANSMAN A.Ş.
82,KERVN,KERVANSARAY YATIRIM HOLDİNG A.Ş.
83,KZBGY,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
84,KLGYO,KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
85,KLRHO,KİLER HOLDİNG A.Ş.
86,KCHOL,KOÇ HOLDİNG A.Ş.
87,KGYO,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
88,KRGYO,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
89,KZGYO,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
90,LIDFA,LİDER FAKTORİNG A.Ş.
91,LRSHO,LORAS HOLDİNG A.Ş.
92,LYDHO,LYDİA HOLDİNG A.Ş.
93,MARKA,MARKA YATIRIM HOLDİNG A.Ş.
94,MRGYO,MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
95,MZHLD,MAZHAR ZORLU HOLDİNG A.Ş.
96,METRO,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.
97,MTRYO,METRO YATIRIM ORTAKLIĞI A.Ş.
98,MHRGY,MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
99,MSGYO,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
100,MMCAS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.
101,NTHOL,NET HOLDİNG A.Ş.
102,NUGYO,NUROL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
103,"OMD, OSMEN",OSMANLI YATIRIM MENKUL DEĞERLER A.Ş.
104,OSTIM,OSTİM ENDÜSTRİYEL YATIRIMLAR VE İŞLETME A.Ş.
105,OTTO,OTTO HOLDİNG A.Ş.
106,"OYA, OYYAT",OYAK YATIRIM MENKUL DEĞERLER A.Ş.
107,OYAYO,OYAK YATIRIM ORTAKLIĞI A.Ş.
108,OZKGY,ÖZAK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
109,OZGYO,ÖZDERİCİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
110,PAGYO,PANORA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
111,PRDGS,PARDUS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
112,PSGYO,PASİFİK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
113,PAHOL,PASİFİK HOLDİNG A.Ş.
114,PEKGY,PEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
115,POLHO,POLİSAN HOLDİNG A.Ş.
116,"FIN, QNBTR",QNB BANK A.Ş.
117,QNBFK,QNB FİNANSAL KİRALAMA A.Ş.
118,RALYH,RAL YATIRIM HOLDİNG A.Ş.
119,RAYSG,RAY SİGORTA A.Ş.
120,RYGYO,REYSAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
121,SRVGY,SERVET GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
122,SNGYO,SİNPAŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
123,SURGY,SUR TATİL EVLERİ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
124,SMRVA,SÜMER VARLIK YÖNETİM A.Ş.
125,"SEK, SKBNK",ŞEKERBANK T.A.Ş.
126,SEKFK,ŞEKER FİNANSAL KİRALAMA A.Ş.
127,SEGYO,ŞEKER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
128,"SKY, SKYMD",ŞEKER YATIRIM MENKUL DEĞERLER A.Ş.
129,TAVHL,TAV HAVALİMANLARI HOLDİNG A.Ş.
130,TKFEN,TEKFEN HOLDİNG A.Ş.
131,TRHOL,TERA FİNANSAL YATIRIMLAR HOLDİNG A.Ş.
132,"TERA, TRA",TERA YATIRIM MENKUL DEĞERLER A.Ş.
133,TEHOL,TERA YATIRIM TEKNOLOJİ HOLDİNG A.Ş.
134,TRGYO,TORUNLAR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
135,TDGYO,TREND GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
136,TSGYO,TSKB GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
137,TRCAS,TURCAS HOLDİNG A.Ş.
138,"GARAN, TGB",TÜRKİYE GARANTİ BANKASI A.Ş.
139,"HALKB, THL",TÜRKİYE HALK BANKASI A.Ş.
140,"ISATR, ISBTR, ISCTR, ISKUR, TIB",TÜRKİYE İŞ BANKASI A.Ş.
141,"KLN, KLNMA",TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.
142,"TSK, TSKB",TÜRKİYE SINAİ KALKINMA BANKASI A.Ş.
143,TURSG,TÜRKİYE SİGORTA A.Ş.
144,SISE,TÜRKİYE ŞİŞE VE CAM FABRİKALARI A.Ş.
145,"TVB, VAKBN",TÜRKİYE VAKIFLAR BANKASI T.A.O.
146,UFUK,UFUK YATIRIM YÖNETİM VE GAYRİMENKUL A.Ş.
147,ULUFA,ULUSAL FAKTORİNG A.Ş.
148,UMPAS,UMPAŞ HOLDİNG A.Ş.
149,UNLU,ÜNLÜ YATIRIM HOLDİNG A.Ş.
150,VAKFA,VAKIF FAKTORİNG A.Ş.
151,VAKFN,VAKIF FİNANSAL KİRALAMA A.Ş.
152,VKGYO,VAKIF GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
153,VKFYO,VAKIF MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.
154,VRGYO,VERA KONSEPT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
155,VERUS,VERUSA HOLDİNG A.Ş.
156,VERTU,VERUSATURK GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.
157,"YKB, YKBNK",YAPI VE KREDİ BANKASI A.Ş.
158,YGGYO,YENİ GİMAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
159,YGYO,YEŞİL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
160,YESIL,YEŞİL YATIRIM HOLDİNG A.Ş.
161,ZERGY,ZERAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.
162,ZRGYO,ZİRAAT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.

,,
,,
EĞİTİM SAĞLIK SPOR VE EĞLENCE HİZMETLERİ,,
Sıra,Kod,Şirket Unvanı
1,BJKAS,BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.
2,FENER,FENERBAHÇE FUTBOL A.Ş.
3,GSRAY,GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.
4,LKMNH,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.
5,MACKO,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.
6,MPARK,MLP SAĞLIK HİZMETLERİ A.Ş.
7,EGEPO,NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.
8,TNZTP,TAPDİ OKSİJEN ÖZEL SAĞLIK VE EĞİTİM HİZMETLERİ SANAYİ TİCARET A.Ş.
9,TSPOR,TRABZONSPOR SPORTİF YATIRIM VE FUTBOL İŞLETMECİLİĞİ TİCARET A.Ş.
,,
,,
TEKNOLOJİ,,
Sıra,Kod,Şirket Unvanı
1,ALCTL,ALCATEL LUCENT TELETAŞ TELEKOMÜNİKASYON A.Ş.
2,ALTNY,ALTINAY SAVUNMA TEKNOLOJİLERİ A.Ş.
3,ARDYZ,ARD GRUP BİLİŞİM TEKNOLOJİLERİ A.Ş.
4,ARENA,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.
5,ASELS,ASELSAN ELEKTRONİK SANAYİ VE TİCARET A.Ş.
6,ATATP,ATP YAZILIM VE TEKNOLOJİ A.Ş.
7,AZTEK,AZTEK TEKNOLOJİ ÜRÜNLERİ TİCARET A.Ş.
8,BINBN,BİN ULAŞIM VE AKILLI ŞEHİR TEKNOLOJİLERİ A.Ş.
9,DGATE,DATAGATE BİLGİSAYAR MALZEMELERİ TİCARET A.Ş.
10,DESPC,DESPEC BİLGİSAYAR PAZARLAMA VE TİCARET A.Ş.
11,DOFRB,DOF ROBOTİK SANAYİ A.Ş.
12,EDATA,E-DATA TEKNOLOJİ PAZARLAMA A.Ş.
13,ESCOM,ESCORT TEKNOLOJİ YATIRIM A.Ş.
14,FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş.
15,FORTE,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.
16,HTTBT,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.
17,INGRM,INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.
18,INDES,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.
19,INTEK,İNNOSA TEKNOLOJİ A.Ş.
20,KFEIN,KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.
21,KAREL,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.
22,KRONT,KRON TEKNOLOJİ A.Ş.
23,LINK,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.
24,LOGO,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.
25,MANAS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.
26,MTRKS,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.
27,MIATK,MİA TEKNOLOJİ A.Ş.
28,MOBTL,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.
29,NETAS,NETAŞ TELEKOMÜNİKASYON A.Ş.
30,OBASE,OBASE BİLGİSAYAR VE DANIŞMANLIK HİZMETLERİ TİCARET A.Ş.
31,ODINE,ODİNE SOLUTİONS TEKNOLOJİ TİCARET VE SANAYİ A.Ş.
32,ONRYT,ONUR YÜKSEK TEKNOLOJİ A.Ş.
33,PAPIL,PAPİLON SAVUNMA TEKNOLOJİ VE TİCARET A.Ş.
34,PATEK,PASİFİK TEKNOLOJİ A.Ş.
35,PENTA,PENTA TEKNOLOJİ ÜRÜNLERİ DAĞITIM TİCARET A.Ş.
36,PKART,PLASTİKKART AKILLI KART İLETİŞİM SİSTEMLERİ SANAYİ VE TİCARET A.Ş.
37,REEDR,REEDER TEKNOLOJİ SANAYİ VE TİCARET A.Ş.
38,SDTTR,SDT UZAY VE SAVUNMA TEKNOLOJİLERİ A.Ş.
39,SMART,SMARTİKS YAZILIM A.Ş.
40,VBTYZ,VBT YAZILIM A.Ş.
,,


,,
,,
İDARİ VE DESTEK HİZMET FAALİYETLERİ,,
Sıra,Kod,Şirket Unvanı
1,BORLS,BORLEASE OTOMOTİV A.Ş.
2,CEOEM,CEO EVENT MEDYA A.Ş.
3,ESCAR,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.
4,FLAP,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.
5,GZNMI,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.
6,LIDER,LDR TURİZM A.Ş.
7,PLTUR,PLATFORM TURİZM TAŞIMACILIK GIDA İNŞAAT TEMİZLİK HİZMETLERİ SANAYİ VE TİCARET A.Ş.
8,SNKRN,SENKRON SİBER GÜVENLİK YAZILIM VE BİLİŞİM ÇÖZÜMLERİ A.Ş.

,,
,,
GAYRİMENKUL FAALİYETLERİ,,
Sıra,Kod,Şirket Unvanı
1,ADESE,ADESE GAYRİMENKUL YATIRIM A.Ş.
2,IHLGM,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.
3,RGYAS,RÖNESANS GAYRİMENKUL YATIRIM A.Ş.
4,SONME,SÖNMEZ FİLAMENT SENTETİK İPLİK VE ELYAF SANAYİ A.Ş.
,,
,,
OTELLER VE LOKANTALAR,,
Sıra,Kod,Şirket Unvanı
1,AYCES,ALTIN YUNUS ÇEŞME TURİSTİK TESİSLER A.Ş.
2,AVTUR,AVRASYA PETROL VE TURİSTİK TESİSLER YATIRIMLAR A.Ş.
3,BYDNR,BAYDÖNER RESTORANLARI A.Ş.
4,BIGCH,BÜYÜK ŞEFLER GIDA TURİZM TEKSTİL DANIŞMANLIK ORGANİZASYON EĞİTİM SANAYİ VE TİCARET A.Ş.
5,DOCO,DO & CO AKTIENGESELLSCHAFT
6,ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.
7,KSTUR,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.
8,MAALT,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.
9,MARTI,MARTI OTEL İŞLETMELERİ A.Ş.
10,MERIT,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.
11,PKENT,PETROKENT TURİZM A.Ş.
12,TABGD,TAB GIDA SANAYİ VE TİCARET A.Ş.
13,TEKTU,TEK-ART İNŞAAT TİCARET TURİZM SANAYİ VE YATIRIMLAR A.Ş.
14,ULAS,ULAŞLAR TURİZM ENERJİ TARIM GIDA VE İNŞAAT YATIRIMLARI A.Ş.
,,
,,
BİLGİ VE İLETİŞİM,,
Sıra,Kod,Şirket Unvanı
1,BIGTK,BİG MEDYA TEKNOLOJİ A.Ş.
2,HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.
3,IHGZT,İHLAS GAZETECİLİK A.Ş.
4,IHAAS,İHLAS HABER AJANSI A.Ş.
5,TCELL,TURKCELL İLETİŞİM HİZMETLERİ A.Ş.
6,TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş.

